549.556,788.967,549.602,788.952 
549.558,788.877,549.603,788.871 
549.558,788.877,549.595,788.884 
549.711,788.899,549.729,788.903 
549.557,789.007,549.600,788.985 
549.669,788.815,549.685,788.836 
549.534,789.047,549.568,789.022 
549.694,788.993,549.715,788.988 
549.642,788.974,549.658,788.976 
549.620,789.013,549.642,788.985 
549.625,788.816,549.642,788.842 
549.599,788.961,549.618,788.961 
549.565,788.884,549.607,788.884 
549.450,788.947,549.507,788.953 
549.623,789.055,549.639,789.022 
549.537,788.919,549.585,788.922 
549.557,789.007,549.602,788.990 
549.443,788.765,549.491,788.798 
549.474,788.908,549.523,788.911 
549.609,788.768,549.621,788.807 
549.609,788.768,549.637,788.782 
549.428,788.829,549.492,788.842 
549.603,788.973,549.629,788.954 
549.524,789.095,549.573,789.067 
549.560,788.953,549.604,788.950 
549.599,788.961,549.630,788.952 
549.523,788.799,549.568,788.812 
549.471,789.000,549.535,788.976 
549.669,788.828,549.675,788.838 
549.626,788.932,549.647,788.927 
549.626,788.932,549.658,788.929 
549.473,788.986,549.520,788.971 
549.599,788.980,549.626,788.961 
549.541,788.925,549.589,788.918 
549.642,788.974,549.666,788.961 
549.331,788.903,549.411,788.901 
549.517,788.921,549.562,788.933 
549.606,789.052,549.647,789.004 
549.626,788.946,549.634,788.934 
549.542,788.830,549.585,788.839 
549.477,788.771,549.527,788.785 
549.583,788.914,549.619,788.915 
549.696,788.865,549.708,788.869 
549.520,788.892,549.566,788.888 
549.599,788.961,549.638,788.948 
549.685,788.753,549.705,788.774 
549.609,788.768,549.636,788.783 
549.552,788.792,549.597,788.816 
549.565,788.884,549.594,788.871 
549.651,788.872,549.676,788.873 
549.597,788.886,549.623,788.870 
549.457,789.013,549.531,788.990 
549.609,788.768,549.648,788.780 
549.597,788.779,549.642,788.803 
549.611,788.638,549.642,788.671 
549.727,788.867,549.742,788.869 
549.523,788.799,549.575,788.788 
549.690,788.803,549.718,788.814 
549.626,788.837,549.665,788.829 
549.552,788.701,549.613,788.728 
549.730,788.737,549.753,788.733 
549.623,788.815,549.662,788.816 
549.682,788.676,549.699,788.696 
549.717,788.855,549.745,788.830 
549.778,788.771,549.796,788.765 
549.717,788.952,549.744,788.916 
549.696,788.851,549.724,788.833 
549.803,788.823,549.812,788.805 
549.669,788.735,549.710,788.747 
549.667,788.827,549.713,788.810 
549.628,788.841,549.671,788.816 
549.719,788.664,549.748,788.686 
549.662,788.622,549.699,788.654 
549.757,788.691,549.781,788.694 
549.676,788.581,549.713,788.610 
549.803,788.823,549.815,788.822 
549.777,788.696,549.801,788.709 
549.899,788.723,549.891,788.721 
549.813,788.681,549.829,788.697 
549.822,788.781,549.823,788.780 
549.877,788.610,549.881,788.643 
549.682,788.662,549.723,788.686 
549.918,788.585,549.914,788.616 
549.813,788.681,549.818,788.697 
549.877,788.610,549.885,788.627 
549.899,788.541,549.891,788.584 
549.890,788.623,549.894,788.638 
549.793,788.634,549.817,788.643 
549.966,788.466,549.959,788.519 
549.932,788.541,549.916,788.574 
549.932,788.541,549.919,788.573 
549.884,788.514,549.887,788.554 
549.867,788.360,549.870,788.428 
549.767,788.393,549.788,788.438 
549.893,788.396,549.910,788.421 
549.916,788.123,549.903,788.194 
549.959,788.219,549.943,788.270 
549.904,788.000,549.912,788.085 
549.879,787.893,549.876,787.984 
549.948,787.851,549.939,787.945 
549.837,787.967,549.850,788.010 
549.914,787.808,549.912,787.884 
549.899,787.723,549.889,787.797 
549.912,787.680,549.896,787.746 
549.792,787.597,549.820,787.659 
549.920,787.593,549.924,787.655 
550.041,787.531,550.012,787.564 
549.837,787.408,549.856,787.462 
549.822,787.224,549.844,787.294 
549.740,787.067,549.777,787.144 
549.800,786.917,549.828,786.997 
549.876,786.669,549.877,786.765 
549.876,786.669,549.876,786.760 
549.810,786.605,549.837,786.673 
549.810,786.605,549.836,786.670 
549.767,786.500,549.801,786.555 
549.687,786.307,549.741,786.372 
549.779,786.067,549.805,786.142 
549.927,786.007,549.924,786.085 
549.968,785.766,549.957,785.861 
549.838,785.568,549.863,785.665 
550.041,785.531,550.024,785.636 
549.788,785.377,549.815,785.467 
550.034,785.168,550.006,785.271 
549.867,785.020,549.874,785.116 
549.861,784.788,549.878,784.896 
549.903,784.579,549.913,784.707 
549.895,784.510,549.908,784.629 
549.918,784.286,549.915,784.413 
549.993,784.078,549.993,784.190 
549.905,783.959,549.903,784.065 
549.703,783.689,549.753,783.805 
550.014,783.459,549.999,783.576 
550.041,783.422,550.023,783.511 
549.927,783.147,549.936,783.237 
549.858,782.784,549.882,782.936 
550.000,782.651,549.982,782.783 
549.874,782.490,549.893,782.613 
549.961,782.214,549.965,782.355 
549.935,782.007,549.950,782.137 
549.986,781.694,549.976,781.855 
549.938,781.671,549.948,781.780 
549.980,781.510,549.986,781.599 
549.869,781.229,549.881,781.336 
550.007,780.840,549.998,780.973 
549.932,780.626,549.952,780.753 
550.054,780.490,550.037,780.599 
550.153,780.133,550.119,780.249 
550.034,779.772,550.023,779.919 
549.958,779.552,549.964,779.701 
549.895,779.355,549.918,779.476 
550.007,779.088,550.005,779.216 
549.938,778.685,549.944,778.844 
549.951,778.507,549.959,778.647 
550.034,778.342,550.023,778.452 
549.965,778.125,549.970,778.229 
550.175,777.538,550.142,777.693 
550.021,777.465,550.016,777.577 
549.837,777.279,549.868,777.368 
550.126,776.678,550.108,776.845 
550.126,776.490,550.105,776.625 
550.027,776.219,550.025,776.348 
549.986,775.741,549.983,775.911 
550.174,775.438,550.139,775.602 
550.102,775.279,550.089,775.407 
550.044,774.905,550.051,775.059 
550.216,774.432,550.176,774.599 
550.062,774.295,550.058,774.429 
550.262,773.876,550.209,774.015 
550.132,773.521,550.119,773.679 
550.083,773.292,550.081,773.422 
550.069,772.759,550.070,772.921 
550.161,772.566,550.140,772.716 
550.020,772.327,550.025,772.422 
550.266,771.629,550.212,771.822 
550.174,771.329,550.156,771.492 
550.247,771.062,550.199,771.231 
550.184,770.631,550.159,770.800 
550.062,770.432,550.058,770.557 
550.407,769.938,550.328,770.094 
550.179,769.503,550.161,769.678 
550.150,769.252,550.133,769.389 
550.184,768.631,550.151,768.824 
550.214,768.455,550.192,768.589 
550.352,767.972,550.301,768.117 
550.266,767.629,550.233,767.785 
550.178,767.219,550.156,767.363 
550.319,766.653,550.260,766.816 
550.336,766.378,550.277,766.521 
550.290,765.910,550.241,766.068 
550.278,765.500,550.239,765.659 
550.326,764.970,550.270,765.168 
550.165,764.727,550.154,764.871 
550.352,764.148,550.300,764.320 
550.271,763.686,550.234,763.863 
550.343,763.329,550.299,763.487 
550.180,762.791,550.151,762.975 
550.387,762.613,550.311,762.728 
550.237,762.022,550.212,762.186 
550.302,761.655,550.271,761.788 
550.311,761.038,550.258,761.232 
550.265,760.640,550.227,760.793 
550.394,760.248,550.330,760.393 
550.227,759.667,550.193,759.816 
550.368,759.158,550.300,759.347 
550.276,758.657,550.248,758.845 
550.375,758.294,550.314,758.434 
550.360,757.654,550.312,757.840 
550.388,757.252,550.331,757.420 
550.360,756.654,550.300,756.833 
550.365,756.248,550.325,756.430 
550.355,755.746,550.308,755.910 
550.321,755.143,550.288,755.324 
550.284,754.769,550.241,754.916 
550.416,754.241,550.366,754.407 
550.355,753.696,550.311,753.862 
550.292,753.007,550.258,753.211 
550.443,752.543,550.376,752.722 
550.350,751.964,550.309,752.159 
550.409,751.511,550.358,751.689 
550.163,750.844,550.156,751.037 
550.382,750.390,550.347,750.565 
550.270,749.861,550.250,750.039 
550.350,749.161,550.307,749.355 
550.323,748.744,550.285,748.934 
550.321,748.143,550.289,748.325 
550.329,747.580,550.301,747.760 
550.312,746.865,550.277,747.078 
550.554,746.388,550.468,746.595 
550.440,745.858,550.393,746.061 
550.399,745.297,550.356,745.493 
550.467,744.664,550.401,744.876 
550.362,744.113,550.322,744.316 
550.338,743.468,550.303,743.670 
550.536,742.674,550.463,742.931 
550.359,742.225,550.307,742.448 
550.563,741.577,550.479,741.812 
550.556,740.986,550.485,741.213 
550.493,740.522,550.424,740.728 
550.362,739.972,550.327,740.145 
550.273,739.112,550.266,739.344 
550.467,738.664,550.417,738.869 
550.459,738.007,550.410,738.208 
550.399,737.252,550.357,737.480 
550.410,736.734,550.359,736.945 
550.357,736.070,550.339,736.283 
550.426,735.433,550.388,735.633 
550.580,734.713,550.499,734.921 
550.566,734.110,550.501,734.316 
550.396,733.299,550.368,733.531 
550.658,732.884,550.572,733.068 
550.521,731.966,550.463,732.211 
550.552,731.524,550.485,731.709 
550.500,730.863,550.429,731.047 
550.603,730.048,550.537,730.257 
550.386,729.345,550.360,729.567 
550.534,728.938,550.478,729.119 
550.411,728.149,550.391,728.343 
550.600,727.307,550.534,727.530 
550.458,726.627,550.430,726.850 
550.597,726.054,550.536,726.255 
550.655,725.250,550.574,725.469 
550.592,724.408,550.548,724.678 
550.559,724.090,550.517,724.244 
550.547,723.061,550.481,723.297 
550.609,722.358,550.565,722.600 
550.664,721.849,550.604,722.036 
550.656,721.053,550.585,721.253 
550.702,720.397,550.630,720.568 
550.647,719.519,550.582,719.722 
550.563,718.841,550.530,719.041 
550.623,718.096,550.578,718.288 
550.695,717.325,550.618,717.526 
550.450,716.477,550.433,716.694 
550.549,715.847,550.518,716.045 
550.735,715.040,550.646,715.238 
550.778,714.340,550.689,714.538 
550.586,713.678,550.543,713.847 
550.580,712.800,550.543,713.003 
550.767,712.013,550.692,712.196 
550.773,711.300,550.689,711.483 
550.732,710.431,550.665,710.629 
550.484,709.639,550.477,709.843 
550.539,708.862,550.521,709.072 
550.896,708.123,550.784,708.301 
550.851,707.331,550.751,707.521 
550.732,706.510,550.683,706.705 
550.758,705.699,550.691,705.907 
550.761,704.729,550.698,704.976 
550.801,704.211,550.724,704.368 
550.769,703.455,550.705,703.608 
550.748,702.490,550.686,702.681 
550.786,701.591,550.710,701.783 
550.809,700.809,550.740,700.996 
550.840,700.218,550.758,700.350 
550.890,699.338,550.802,699.478 
550.843,698.415,550.765,698.573 
