371.364,490.166,371.369,490.173 
371.385,490.219,371.369,490.229 
371.264,489.635,371.254,489.627 
371.065,488.155,371.062,488.205 
370.725,485.630,370.750,485.651 
370.590,482.548,370.607,482.512 
370.459,477.853,370.434,477.833 
370.183,472.402,370.180,472.367 
369.906,465.601,369.909,465.602 
369.778,457.950,369.730,457.969 
369.469,449.193,369.473,449.143 
369.222,439.349,369.249,439.374 
369.085,428.347,369.074,428.354 
368.887,416.466,368.888,416.453 
368.665,403.130,368.672,403.153 
368.562,389.279,368.554,389.313 
368.434,374.091,368.410,374.077 
368.272,357.995,368.234,357.988 
367.960,340.598,367.940,340.597 
367.720,322.280,367.729,322.295 
367.513,302.958,367.513,302.948 
367.370,282.690,367.356,282.694 
367.104,261.422,367.095,261.413 
366.809,239.324,366.834,239.304 
366.665,215.901,366.685,215.918 
366.553,191.947,366.521,191.928 
366.337,166.635,366.318,166.624 
366.210,140.813,366.185,140.827 
366.053,113.794,366.043,113.820 
365.976,86.524,365.955,86.515 
